City,Season,Trip_Days,Flight_Type,Distance_km,Hotel_Class,Daily_Hotel_Cost,Daily_Food_Cost,Transport_Mode,Daily_Transport_Cost,Activities_Count,Shopping_Cost,Total_Trip_Cost,Cost_Category
Istanbul,Winter,17,Business,9459.1,Luxury,3809.57,855.71,Public,634.64,9,5056.12,347930.12,Luxury
Bangkok,Monsoon,7,Business,5810.7,Premium,7571.54,1886.89,Taxi,940.36,3,18728.47,196413.3,Luxury
Bangkok,Monsoon,20,First,9613.5,Standard,998.71,307.52,Private Car,1176.82,5,6231.08,148390.81,Luxury
London,Monsoon,11,Business,4405.0,Standard,7380.93,507.54,Private Car,306.32,10,284.48,297058.02,Luxury
Kuala Lumpur,Monsoon,13,Economy,791.7,Luxury,4797.11,1091.09,Private Car,570.91,2,7181.39,105242.68,Luxury
Istanbul,Holiday,10,Economy,11872.5,Premium,3789.79,1829.38,Private Car,575.63,10,11439.71,148801.51,Luxury
Istanbul,Off-Season,19,Economy,7439.0,Standard,865.47,1049.59,Rideshare,1150.23,1,7659.43,51910.22,Mid-range
London,Winter,19,Premium Economy,9895.9,Luxury,5261.63,1562.42,Public,1244.25,10,4876.28,800000.0,Luxury
Kuala Lumpur,Holiday,20,Economy,6761.9,Budget,1341.5,1730.37,Taxi,1252.76,11,15132.92,99856.57,Luxury
Goa,Monsoon,4,Premium Economy,6480.6,Premium,3526.13,1126.57,Rideshare,50.66,5,24790.77,71263.61,Mid-range
Kuala Lumpur,Winter,9,Business,2101.2,Budget,5530.03,363.7,Private Car,681.03,6,6916.36,105461.15,Luxury
Istanbul,Winter,15,First,10116.0,Premium,7813.48,1983.33,Taxi,1037.49,0,20232.21,570358.9,Luxury
London,Off-Season,8,First,473.6,Standard,1919.78,607.95,Public,328.41,4,10850.33,144927.39,Luxury
Kuala Lumpur,Winter,16,Business,11030.3,Luxury,4082.17,412.86,Rideshare,789.14,3,11866.36,339915.92,Luxury
Kuala Lumpur,Peak,15,Business,8311.2,Luxury,7111.79,1696.66,Taxi,1006.86,9,13977.36,617378.21,Luxury
Goa,Off-Season,17,Premium Economy,8019.6,Standard,2521.34,517.16,Private Car,666.59,11,2998.32,96002.84,Luxury
Bangkok,Peak,3,First,3993.4,Standard,7860.97,362.12,Public,263.7,7,22220.8,166485.58,Luxury
Goa,Holiday,11,First,9643.1,Luxury,1639.44,1244.62,Private Car,954.95,5,1738.35,424410.64,Luxury
Bangkok,Winter,13,Economy,8076.9,Budget,2491.0,1928.32,Rideshare,323.46,1,3717.16,60335.7,Mid-range
Kuala Lumpur,Off-Season,11,Premium Economy,4561.1,Premium,2532.64,244.29,Public,90.1,5,2057.92,56888.12,Mid-range
Goa,Monsoon,4,Premium Economy,1636.4,Premium,4715.97,1215.72,Private Car,400.36,8,12888.75,63694.09,Mid-range
Kuala Lumpur,Monsoon,15,First,7362.9,Premium,6471.66,544.25,Private Car,1222.23,3,12399.68,343976.8,Luxury
Istanbul,Holiday,6,Economy,8228.7,Premium,6392.99,1877.11,Private Car,1340.59,0,20232.06,127665.39,Luxury
Istanbul,Peak,13,Premium Economy,4081.7,Budget,3907.96,1203.98,Taxi,1059.26,8,24658.75,113539.99,Luxury
Goa,Off-Season,16,First,905.7,Luxury,7714.34,1503.45,Taxi,571.46,8,2487.97,737896.5,Luxury
Kuala Lumpur,Holiday,3,Premium Economy,5950.2,Standard,3812.63,1246.11,Private Car,600.27,5,9570.35,45969.52,Mid-range
Istanbul,Holiday,16,Business,7095.2,Premium,4371.75,1785.91,Public,405.19,11,10231.88,339406.82,Luxury
Istanbul,Winter,3,Economy,5307.6,Standard,1533.68,816.0,Private Car,1487.76,11,23501.93,40896.62,Mid-range
,,4,,1203.1,,,1011.34,Private Car,1238.12,7,,165348.11,Luxury
Dubai,Holiday,1,Economy,10768.2,Premium,3540.65,852.53,Taxi,1257.51,3,3870.71,116672.92,Luxury
,,18,,7308.6,,,398.89,Private Car,275.56,3,,126186.14,Luxury
Kuala Lumpur,Monsoon,6,First,11297.1,Budget,6754.27,1928.02,Public,1485.31,7,8314.08,159604.02,Luxury
London,Peak,19,Business,6103.0,Standard,1553.21,479.23,Private Car,812.64,11,2204.54,292123.52,Luxury
Istanbul,Winter,10,Business,9951.0,Standard,5582.37,1878.32,Taxi,1376.91,4,8105.57,156644.3,Luxury
Istanbul,Winter,6,Premium Economy,10189.6,Standard,2496.77,1146.76,Taxi,341.1,1,11888.92,74692.32,Mid-range
Goa,Winter,14,Business,8628.5,Premium,4858.51,922.79,Private Car,111.42,2,20060.17,374041.29,Luxury
Istanbul,Winter,20,First,206.0,Premium,4433.68,390.17,Public,1310.17,0,24977.6,403841.15,Luxury
Goa,Off-Season,16,Business,8968.8,Luxury,3176.85,618.05,Private Car,1370.3,7,3360.61,375217.09,Luxury
Goa,Off-Season,9,Business,4114.2,Premium,1450.2,1960.36,Public,1063.6,4,20743.23,178134.59,Luxury
Dubai,Off-Season,5,First,6965.6,Premium,5417.69,413.81,Private Car,669.92,6,16099.51,294314.55,Luxury
Dubai,Monsoon,7,Business,2201.8,Premium,4362.31,617.28,Taxi,866.3,5,4440.99,151481.23,Luxury
Dubai,Winter,12,First,10106.4,Premium,1707.41,993.8,Private Car,1425.79,8,16149.38,470858.47,Luxury
Bangkok,Monsoon,20,Economy,10126.3,Budget,4133.36,784.23,Taxi,1157.5,9,12394.24,114834.79,Luxury
Istanbul,Off-Season,12,Business,10645.1,Premium,1505.57,1019.1,Public,59.77,3,12211.78,92517.76,Luxury
Kuala Lumpur,Holiday,3,Economy,8074.1,Premium,840.69,1034.37,Taxi,998.55,6,8775.81,66477.05,Mid-range
London,Holiday,11,Premium Economy,1786.7,Premium,4563.16,1332.02,Public,1033.88,5,24521.94,388887.46,Luxury
Istanbul,Monsoon,14,First,9641.4,Budget,2138.01,394.3,Private Car,1413.29,7,14039.71,105873.57,Luxury
Bangkok,Winter,19,First,2935.0,Budget,4249.16,665.57,Public,1027.51,6,19310.4,342320.72,Luxury
Istanbul,Holiday,7,Economy,10700.3,Budget,4413.2,645.71,Taxi,241.38,3,20208.71,50321.12,Mid-range
Bangkok,Winter,4,Economy,7295.0,Standard,7904.34,702.66,Taxi,487.93,8,23303.63,90950.61,Luxury
Goa,Winter,5,Business,11050.9,Standard,932.61,291.56,Private Car,1388.91,6,12108.64,117811.05,Luxury
Bangkok,Off-Season,19,First,9965.6,Budget,906.2,940.32,Rideshare,333.66,11,9763.18,166360.63,Luxury
Istanbul,Monsoon,12,Premium Economy,3625.4,Premium,5520.96,1248.19,Private Car,1109.14,7,16766.4,119194.17,Luxury
Goa,Off-Season,6,Premium Economy,1583.0,Premium,1270.7,1623.02,Private Car,705.97,5,10986.92,58607.89,Mid-range
Kuala Lumpur,Holiday,11,Business,29.7,Standard,3413.31,479.15,Taxi,1247.31,8,18434.66,144303.16,Luxury
London,Peak,11,First,680.0,Luxury,7828.98,1245.13,Private Car,710.2,10,3592.35,800000.0,Luxury
Dubai,Peak,9,Economy,2388.0,Luxury,5584.07,643.92,Rideshare,215.51,7,21061.53,298131.58,Luxury
Goa,Holiday,17,Premium Economy,4616.9,Standard,5096.61,1076.29,Rideshare,714.27,8,10741.65,219930.11,Luxury
Istanbul,Holiday,6,Economy,11026.3,Premium,6079.72,897.04,Public,319.63,4,2758.77,77514.78,Mid-range
Dubai,Winter,17,Premium Economy,3517.9,Standard,5062.93,1235.1,Taxi,1377.83,9,23974.12,351935.13,Luxury
Kuala Lumpur,Peak,13,First,1005.6,Luxury,6959.68,739.88,Public,1077.76,3,9384.03,644305.78,Luxury
Kuala Lumpur,Off-Season,14,Economy,2516.3,Standard,4354.5,1045.8,Taxi,1027.04,11,9408.96,75955.45,Mid-range
London,Holiday,18,Premium Economy,6401.3,Premium,6024.25,1704.63,Rideshare,1162.64,5,2255.49,647357.66,Luxury
Bangkok,Monsoon,7,Economy,3013.2,Premium,7937.96,1127.33,Private Car,1241.05,7,24587.95,104395.57,Luxury
Dubai,Peak,18,Economy,9063.7,Standard,4318.45,1440.35,Taxi,387.09,3,1660.19,220876.14,Luxury
Dubai,Holiday,19,Economy,10508.9,Premium,2674.52,401.29,Public,1372.88,9,13966.46,311997.04,Luxury
Bangkok,Holiday,19,Economy,3042.8,Premium,1304.56,1381.17,Rideshare,1202.3,9,577.6,143764.66,Luxury
Istanbul,Monsoon,7,Economy,7367.8,Standard,1091.29,305.18,Private Car,631.12,7,15473.3,34922.7,Mid-range
,,16,,4017.9,,,1779.35,Private Car,500.07,0,,284288.46,Luxury
London,Peak,4,First,7154.3,Luxury,4323.78,483.17,Private Car,1015.36,11,21311.77,799798.38,Luxury
London,Peak,7,Economy,5594.8,Luxury,3023.46,783.13,Private Car,162.01,11,23968.86,332191.37,Luxury
Bangkok,Off-Season,7,Economy,8200.7,Luxury,6842.99,729.26,Rideshare,480.65,10,4135.25,128037.23,Luxury
Goa,Winter,11,Economy,8362.5,Standard,6509.38,320.3,Public,1143.37,5,15664.68,138104.65,Luxury
,,8,,10597.5,,,1161.09,Taxi,658.47,5,,289024.52,Luxury
Bangkok,Off-Season,17,Business,8210.5,Premium,6645.87,805.12,Rideshare,1460.8,3,13055.39,377888.09,Luxury
Bangkok,Winter,4,Premium Economy,5507.3,Standard,3660.45,1698.32,Public,1015.62,3,23562.53,68552.13,Mid-range
Goa,Off-Season,12,Premium Economy,11423.3,Standard,1702.56,1575.55,Rideshare,953.12,1,12862.39,87355.99,Mid-range
,,18,,2796.2,,,443.55,Private Car,824.58,5,,304072.28,Luxury
Bangkok,Holiday,16,Premium Economy,6049.5,Standard,6651.3,1589.65,Rideshare,1255.02,10,9.61,264572.65,Luxury
Goa,Peak,8,Business,11844.3,Luxury,3996.03,1314.36,Taxi,667.09,1,22456.25,394015.07,Luxury
Istanbul,Holiday,13,Business,9078.6,Premium,7934.25,508.17,Private Car,1317.29,7,5021.58,319624.62,Luxury
,,8,,5020.8,,,1845.86,Private Car,161.44,6,,161166.58,Luxury
London,Winter,14,Premium Economy,10074.2,Luxury,1984.66,444.73,Taxi,1157.52,5,16417.36,392411.3,Luxury
Bangkok,Monsoon,6,Economy,5955.7,Budget,7986.38,1233.08,Rideshare,601.96,4,6634.72,41952.17,Mid-range
Bangkok,Off-Season,4,Premium Economy,10201.4,Budget,6847.33,1901.58,Private Car,598.2,2,20902.57,67489.03,Mid-range
Bangkok,Winter,4,Premium Economy,912.4,Standard,2348.83,1074.93,Taxi,290.03,7,15606.44,50401.28,Mid-range
Kuala Lumpur,Off-Season,5,Economy,5593.9,Budget,3217.17,231.02,Private Car,429.38,8,16701.03,35027.55,Mid-range
Kuala Lumpur,Monsoon,2,First,3161.8,Budget,1984.9,1688.5,Rideshare,550.62,1,8813.12,43599.67,Mid-range
Kuala Lumpur,Peak,2,Business,5620.2,Luxury,7216.68,1439.81,Private Car,76.77,5,14591.9,163084.22,Luxury
Istanbul,Winter,20,Economy,8182.0,Premium,1467.24,683.49,Rideshare,1197.37,1,24302.54,100663.97,Luxury
London,Peak,14,First,5718.2,Premium,2146.12,1330.96,Private Car,764.21,11,1987.79,740872.2,Luxury
Istanbul,Off-Season,10,Economy,7010.9,Standard,1752.94,312.63,Private Car,1489.49,10,24415.68,50502.06,Mid-range
Goa,Off-Season,16,First,3195.1,Luxury,3466.74,269.53,Rideshare,944.08,3,1002.74,399981.4,Luxury
Kuala Lumpur,Peak,1,Economy,1909.6,Budget,6361.71,1695.16,Private Car,1426.39,3,2001.03,20638.52,Budget
Dubai,Off-Season,17,Premium Economy,4247.2,Budget,3436.14,1676.33,Private Car,430.39,10,5055.71,161831.09,Luxury
Kuala Lumpur,Peak,20,First,9897.1,Luxury,6920.74,1437.68,Rideshare,873.16,5,920.87,800000.0,Luxury
Goa,Winter,6,Premium Economy,10422.9,Standard,6231.22,1384.18,Rideshare,381.68,3,16113.22,113199.01,Luxury
London,Holiday,13,First,6142.5,Premium,6867.4,1566.07,Private Car,1237.05,2,12726.34,800000.0,Luxury
Goa,Winter,4,Premium Economy,4376.2,Standard,7242.45,820.91,Public,1290.92,2,13747.45,98338.96,Luxury
Istanbul,Peak,9,Economy,6600.3,Luxury,6970.93,1517.54,Rideshare,394.77,6,13654.65,195425.9,Luxury
Kuala Lumpur,Peak,11,Premium Economy,3898.2,Luxury,3946.05,358.71,Private Car,521.8,5,16135.84,182592.47,Luxury
London,Holiday,7,First,10124.2,Standard,7922.47,1448.72,Public,399.69,4,23434.24,640075.6,Luxury
Istanbul,Peak,3,Premium Economy,3175.4,Budget,1420.25,421.07,Taxi,850.23,11,10127.53,47819.3,Mid-range
Goa,Off-Season,20,First,9247.0,Premium,1254.59,443.62,Rideshare,1426.76,1,1019.9,287831.59,Luxury
Dubai,Peak,1,Economy,8904.3,Luxury,5882.74,574.17,Public,474.64,11,15949.62,169868.76,Luxury
Bangkok,Holiday,14,Premium Economy,9482.8,Luxury,2184.98,1689.65,Public,792.37,7,23754.27,320399.31,Luxury
Bangkok,Peak,17,Business,8546.0,Luxury,1467.97,613.14,Private Car,178.6,11,21864.05,368365.1,Luxury
London,Peak,2,Business,3422.3,Standard,1290.53,1198.27,Rideshare,51.42,4,24879.9,185659.19,Luxury
,,9,,8368.1,,,716.72,Rideshare,250.44,1,,552067.06,Luxury
London,Holiday,5,Premium Economy,9007.8,Premium,1941.34,896.7,Taxi,1442.23,10,14326.75,197913.24,Luxury
Dubai,Monsoon,9,Business,8630.0,Standard,7469.18,1565.01,Rideshare,666.15,11,6311.13,246530.42,Luxury
London,Peak,5,Premium Economy,9074.7,Luxury,5595.99,215.61,Rideshare,198.31,1,22081.58,297466.76,Luxury
Goa,Off-Season,3,First,11576.4,Premium,4962.91,1001.94,Rideshare,468.51,8,1982.36,194342.44,Luxury
Dubai,Peak,12,Premium Economy,3408.6,Luxury,5268.49,1342.33,Rideshare,1098.39,1,8622.37,432893.78,Luxury
Bangkok,Holiday,4,Economy,4730.9,Premium,6648.97,1503.84,Taxi,554.43,0,14726.82,103053.45,Luxury
Dubai,Peak,8,Premium Economy,174.0,Budget,989.33,1161.19,Rideshare,994.66,9,15377.67,93219.4,Luxury
Bangkok,Off-Season,17,Business,10196.0,Luxury,6069.04,999.23,Taxi,1294.35,6,18156.37,528985.0,Luxury
Goa,Monsoon,3,First,2900.4,Premium,6340.32,1263.63,Taxi,294.94,1,20495.91,144977.91,Luxury
Dubai,Monsoon,4,First,9221.3,Standard,3785.49,1250.91,Private Car,336.48,0,11701.87,113329.77,Luxury
Kuala Lumpur,Off-Season,1,Economy,5170.3,Standard,4859.7,1666.87,Taxi,466.06,2,14495.26,25960.55,Budget
Kuala Lumpur,Peak,14,Premium Economy,10009.1,Budget,3760.55,1049.71,Public,437.9,9,6937.8,140713.7,Luxury
Goa,Peak,15,Premium Economy,8234.2,Luxury,7932.61,746.62,Taxi,228.2,10,15380.65,492532.78,Luxury
Istanbul,Off-Season,7,Premium Economy,10017.6,Budget,3578.87,982.22,Rideshare,642.59,5,11324.79,45442.96,Mid-range
Istanbul,Off-Season,6,Premium Economy,6198.6,Premium,1646.47,215.45,Taxi,1283.52,7,22162.2,80532.78,Mid-range
Kuala Lumpur,Off-Season,8,First,10993.0,Luxury,6960.87,790.58,Rideshare,985.49,9,20437.41,391909.1,Luxury
Goa,Winter,3,Premium Economy,5189.0,Standard,2593.34,1138.49,Rideshare,1031.31,2,24935.75,73896.64,Mid-range
London,Winter,16,Premium Economy,1004.6,Budget,7289.41,652.4,Taxi,894.32,10,18792.52,391911.45,Luxury
Dubai,Winter,13,Economy,9411.3,Standard,4617.19,1369.73,Taxi,851.17,3,10059.2,199806.4,Luxury
Goa,Monsoon,13,Economy,8385.4,Luxury,7721.76,431.62,Taxi,406.23,6,8411.73,233385.22,Luxury
Bangkok,Monsoon,3,Business,10261.7,Luxury,3911.75,395.77,Private Car,119.28,4,5409.82,142047.92,Luxury
Goa,Peak,7,Premium Economy,7587.4,Premium,7373.25,1453.75,Private Car,1002.82,4,19467.08,256513.76,Luxury
Goa,Monsoon,18,First,10189.1,Premium,4309.38,626.08,Rideshare,340.92,10,23517.78,389403.12,Luxury
London,Off-Season,3,First,8566.3,Standard,1478.12,308.11,Rideshare,1079.74,11,21205.21,245920.24,Luxury
Kuala Lumpur,Off-Season,6,Economy,6233.1,Standard,1287.1,1458.91,Private Car,875.18,9,14925.82,54064.52,Mid-range
Dubai,Holiday,11,Economy,8928.6,Standard,2454.5,1691.87,Private Car,1032.75,9,18075.9,156959.97,Luxury
Bangkok,Peak,11,Business,579.1,Luxury,5296.11,1740.98,Rideshare,407.86,8,21323.88,445707.61,Luxury
Bangkok,Peak,18,First,3148.9,Budget,3317.2,636.79,Public,158.95,4,626.7,232147.84,Luxury
Dubai,Peak,8,Economy,7369.9,Luxury,4356.61,1753.19,Private Car,761.92,7,19143.17,292350.48,Luxury
Dubai,Holiday,8,First,738.7,Budget,46605.579999999994,1446.36,Rideshare,254.71,5,309507.51,361569.31,Luxury
London,Holiday,19,Economy,7183.9,Standard,3620.33,594.53,Public,465.82,6,4590.68,242212.24,Luxury
Istanbul,Off-Season,19,First,145.5,Luxury,858.24,1151.67,Rideshare,60.0,0,12512.9,155977.26,Luxury
London,Off-Season,16,Business,4124.5,Standard,5076.42,1438.07,Rideshare,444.92,4,9535.38,353106.23,Luxury
London,Off-Season,4,Economy,11354.8,Budget,3891.02,1201.4,Public,1129.91,9,13799.65,78799.77,Mid-range
Bangkok,Holiday,20,Economy,1333.6,Budget,4160.3,272.78,Private Car,162.01,9,23353.14,113172.1,Luxury
Goa,Winter,16,Economy,7325.2,Premium,7653.7,734.99,Private Car,137.93,0,3992.3,249034.89,Luxury
Goa,Holiday,9,Economy,87.5,Premium,6527.49,253.35,Rideshare,834.65,8,15406.07,172627.58,Luxury
Kuala Lumpur,Holiday,5,First,646.4,Standard,6663.86,1983.86,Rideshare,857.61,11,723.89,166184.2,Luxury
Dubai,Off-Season,9,First,6660.7,Standard,7959.33,958.87,Private Car,94.39,7,2345.81,326609.31,Luxury
Kuala Lumpur,Peak,7,Economy,3045.2,Standard,3177.58,637.19,Rideshare,224.26,10,10517.17,58098.96,Mid-range
London,Winter,1,Premium Economy,5845.0,Luxury,2761.51,264.63,Rideshare,1370.71,0,17839.52,118358.86,Luxury
Kuala Lumpur,Monsoon,1,Economy,1833.1,Budget,5044.76,1398.01,Public,1454.83,4,19693.07,20087.62,Budget
Goa,Winter,11,First,7112.1,Premium,4316.53,1128.1,Taxi,643.33,3,9183.04,381522.25,Luxury
Istanbul,Monsoon,13,Business,2001.2,Luxury,7428.26,1048.93,Taxi,671.73,5,10968.26,254750.47,Luxury
Dubai,Holiday,20,Business,9847.9,Premium,7927.62,529.45,Public,1334.66,6,15897.83,800000.0,Luxury
Goa,Monsoon,10,Premium Economy,8301.9,Budget,2877.97,1922.57,Rideshare,1178.83,9,9664.06,95177.25,Luxury
Istanbul,Peak,19,Economy,8978.0,Luxury,3568.65,1299.3,Public,909.88,2,12010.39,222949.14,Luxury
Istanbul,Monsoon,7,Business,1042.3,Premium,1001.57,1996.21,Public,1241.92,4,962.29,49021.78,Mid-range
Goa,Monsoon,13,First,11643.8,Luxury,3326.17,351.04,Rideshare,1359.98,11,4400.76,439999.78,Luxury
London,Holiday,18,Premium Economy,11115.3,Luxury,2777.78,955.75,Private Car,1215.78,11,1087.89,690242.53,Luxury
,,2,,8490.1,,,309.57,Private Car,527.73,9,,118577.55,Luxury
Bangkok,Monsoon,6,First,11972.5,Premium,7596.66,1783.41,Rideshare,702.08,10,23368.64,289469.72,Luxury
Istanbul,Holiday,19,Business,8443.1,Budget,4895.89,827.99,Private Car,246.65,5,2207.08,204397.14,Luxury
Kuala Lumpur,Monsoon,11,Premium Economy,1484.3,Budget,980.88,1862.63,Taxi,823.25,1,12250.19,41791.3,Mid-range
Istanbul,Monsoon,6,Premium Economy,1147.6,Luxury,1470.53,780.47,Public,1015.87,4,17125.26,56243.27,Mid-range
London,Winter,10,Premium Economy,8803.9,Budget,3120.35,771.7,Public,541.49,2,19970.04,151061.39,Luxury
,,15,,11766.0,,,1659.01,Rideshare,626.83,6,,677022.33,Luxury
Bangkok,Off-Season,11,Premium Economy,6489.7,Standard,2886.83,918.54,Private Car,752.54,2,12114.79,79138.27,Mid-range
Dubai,Monsoon,18,Economy,6975.7,Standard,5778.39,1431.17,Private Car,689.49,3,9592.78,186780.31,Luxury
,,14,,3587.0,,,607.15,Taxi,569.7,1,,233603.22,Luxury
Istanbul,Monsoon,5,First,6615.1,Budget,1021.17,1366.42,Private Car,1247.39,5,6306.92,27992.86,Budget
Goa,Peak,14,Economy,7616.5,Luxury,1907.37,471.62,Public,943.88,6,3046.4,194857.16,Luxury
London,Monsoon,20,Premium Economy,7880.0,Luxury,5656.56,1331.35,Public,1399.22,3,3422.67,590954.58,Luxury
Dubai,Holiday,5,Premium Economy,6525.5,Budget,1165.83,767.33,Taxi,1022.12,11,17371.4,114225.08,Luxury
Istanbul,Holiday,15,Premium Economy,9707.1,Premium,6519.5,328.27,Public,1212.04,2,4186.42,231107.18,Luxury
Bangkok,Monsoon,13,First,1973.0,Budget,2966.15,790.94,Private Car,1232.86,6,21850.72,155543.86,Luxury
Dubai,Winter,4,Economy,10265.0,Standard,3729.43,405.23,Public,676.87,9,22854.62,103532.81,Luxury
Dubai,Monsoon,12,Premium Economy,2777.0,Premium,1221.05,1661.69,Taxi,225.41,3,11254.22,105840.19,Luxury
Kuala Lumpur,Peak,14,Premium Economy,759.5,Budget,3376.84,1113.74,Public,1170.82,3,14588.45,106065.17,Luxury
Bangkok,Off-Season,9,Business,4820.4,Luxury,2834.67,248.09,Public,1380.0,11,20472.38,214796.81,Luxury
Istanbul,Winter,15,First,2386.1,Standard,2238.23,840.78,Taxi,328.54,2,22264.66,172041.96,Luxury
Kuala Lumpur,Off-Season,14,Economy,6511.2,Premium,1941.4,1776.39,Private Car,1238.8,5,5556.68,82185.13,Mid-range
London,Winter,4,Premium Economy,2365.3,Luxury,4795.98,1573.75,Taxi,954.46,8,2373.79,232274.33,Luxury
Goa,Peak,16,Business,1008.6,Premium,2804.54,1273.38,Public,1023.64,5,2994.13,308905.79,Luxury
Istanbul,Off-Season,5,Premium Economy,6961.3,Budget,4649.4,1262.15,Private Car,648.44,5,17818.77,41814.82,Mid-range
London,Off-Season,3,Premium Economy,11855.1,Premium,1020.85,583.12,Private Car,395.11,0,21665.0,135086.21,Luxury
Goa,Off-Season,17,Premium Economy,9276.9,Standard,5824.91,1305.75,Private Car,341.01,11,2692.73,182035.54,Luxury
Kuala Lumpur,Holiday,8,Economy,2103.6,Luxury,6032.08,1730.4,Public,271.15,2,11956.73,147039.59,Luxury
Goa,Winter,4,First,9836.4,Premium,6759.3,1679.18,Private Car,1407.2,8,16480.59,313198.44,Luxury
Goa,Monsoon,3,Premium Economy,10692.0,Standard,7241.04,1475.59,Private Car,1043.21,8,15852.78,70639.86,Mid-range
Istanbul,Monsoon,4,First,2701.1,Budget,3563.75,683.73,Rideshare,1486.46,1,23814.95,64421.54,Mid-range
Dubai,Monsoon,7,Business,7492.6,Budget,7087.41,1306.11,Rideshare,753.13,9,17034.62,204932.7,Luxury
Bangkok,Peak,1,Economy,11466.2,Premium,838.79,1717.27,Taxi,675.07,11,9897.1,63821.11,Mid-range
Kuala Lumpur,Peak,13,Business,3228.7,Premium,7199.33,1397.82,Public,1291.91,3,22444.83,406131.2,Luxury
Bangkok,Winter,3,Business,5745.7,Budget,4233.86,1964.64,Taxi,693.41,11,13321.89,70667.54,Mid-range
Goa,Winter,6,Premium Economy,2227.9,Standard,7316.57,619.62,Public,214.44,1,16957.72,109925.6,Luxury
Istanbul,Peak,7,Business,9078.1,Budget,3495.52,1607.32,Private Car,1472.53,1,19290.02,92184.67,Luxury
Kuala Lumpur,Off-Season,14,Business,8105.3,Premium,7251.07,988.04,Taxi,1208.83,7,11247.44,258916.23,Luxury
Kuala Lumpur,Monsoon,19,Economy,896.2,Luxury,5876.75,1207.07,Taxi,829.76,9,16492.1,209695.59,Luxury
Kuala Lumpur,Winter,5,First,9644.4,Premium,2500.62,1322.62,Public,999.76,1,8800.86,207715.65,Luxury
Goa,Off-Season,2,Business,1177.8,Standard,5548.99,601.52,Taxi,1461.47,5,17866.0,66881.69,Mid-range
Dubai,Holiday,19,Premium Economy,1298.3,Budget,6527.78,1392.56,Rideshare,354.35,4,7994.47,318002.75,Luxury
Bangkok,Winter,1,Business,478.4,Budget,2310.4,1904.11,Private Car,994.19,7,18314.2,59981.31,Mid-range
Goa,Monsoon,10,Economy,10717.5,Budget,2074.58,804.67,Taxi,575.95,0,15350.97,49487.73,Mid-range
London,Winter,1,Economy,9815.2,Luxury,6595.87,840.25,Rideshare,944.25,5,8976.64,132075.93,Luxury
Kuala Lumpur,Holiday,6,Premium Economy,3074.7,Budget,7256.76,207.52,Private Car,501.31,11,8288.94,69143.95,Mid-range
,,12,,8629.2,,,1772.98,Public,1275.89,4,,295352.98,Luxury
Goa,Off-Season,20,First,4353.7,Standard,6074.68,715.97,Public,651.98,5,9456.2,415890.26,Luxury
Kuala Lumpur,Monsoon,20,Premium Economy,7376.8,Premium,5276.66,1187.98,Taxi,759.49,8,16569.03,203826.41,Luxury
Kuala Lumpur,Peak,4,Premium Economy,2139.8,Standard,4661.3,1760.85,Private Car,225.14,3,8864.65,49667.97,Mid-range
Kuala Lumpur,Monsoon,18,Business,6483.8,Budget,6786.4,1640.53,Rideshare,273.51,2,24585.81,184586.45,Luxury
Dubai,Peak,2,First,3376.2,Luxury,2222.18,1597.43,Taxi,860.43,6,7506.33,288888.84,Luxury
Kuala Lumpur,Off-Season,3,Economy,10918.2,Premium,1440.69,1461.59,Rideshare,804.96,11,2875.66,38687.35,Mid-range
London,Winter,8,Premium Economy,3038.4,Standard,7833.23,1495.28,Rideshare,677.07,10,4434.51,264562.51,Luxury
Kuala Lumpur,Holiday,7,Economy,6624.5,Standard,2964.42,1311.32,Taxi,808.1,6,1194.13,46717.4,Mid-range
Kuala Lumpur,Winter,9,Business,9382.5,Premium,6071.22,1896.5,Private Car,1458.13,0,18347.74,246851.97,Luxury
Bangkok,Off-Season,3,First,5618.4,Premium,4052.67,1626.2,Private Car,791.75,9,15830.75,214702.18,Luxury
Istanbul,Peak,19,Business,5662.7,Budget,7602.53,578.1,Public,1114.8,10,3052.42,283130.65,Luxury
Dubai,Winter,7,First,5613.1,Budget,5335.74,747.26,Taxi,60.93,1,15271.32,274302.9,Luxury
Kuala Lumpur,Peak,5,Economy,4896.2,Budget,4603.71,541.56,Private Car,797.1,4,9792.91,54333.57,Mid-range
Istanbul,Holiday,4,Business,8050.0,Luxury,5446.25,418.93,Rideshare,1442.29,11,8119.09,220658.37,Luxury
Goa,Winter,11,First,1777.4,Budget,5758.14,1083.39,Public,1440.84,3,10387.98,278203.51,Luxury
